Virtual User Script started at : 6/3/2014 4:59:43 PM	[MsgId: MMSG-15967]
Action.c(36): Notify: Saving Parameter "county = Hampshire".	[MsgId: MMSG-13798]
Action.c(36): Notify: Saving Parameter "postal = BH25 5DF".	[MsgId: MMSG-13798]
Action.c(36): Notify: Saving Parameter "phone1 = 01326-532337".	[MsgId: MMSG-13798]
Action.c(36): Notify: Saving Parameter "phone2 = 01666-638176".	[MsgId: MMSG-13798]
Action.c(36): Notify: Saving Parameter "email = edgar.kanne@yahoo.com".	[MsgId: MMSG-13798]
Action.c(36): Notify: Saving Parameter "web = http://www.crowankennethwesq.co.uk".	[MsgId: MMSG-13798]
Action.c(39): Notify: Transaction "BP1_RegisterNew_GetData" ended with "Pass" status (Duration: 0.0033 Wasted Time: 0.0025).	[MsgId: MMSG-16871]
Action.c(86): Notify: Parameter Substitution: parameter "first_name" =  "Edgar"	[MsgId: MMSG-13992]
Action.c(89): Notify: Parameter Substitution: parameter "first_name" =  "Edgar"	[MsgId: MMSG-13992]
Action.c(89): Notify: Parameter Substitution: parameter "last_name" =  "Kanne"	[MsgId: MMSG-13992]
Action.c(89): Edgar Kanne Registered as a new customer	[MsgId: MMSG-17999]
Action.c(93): lr_think_time: 5.00 seconds.	[MsgId: MMSG-15948]
Action.c(62): Notify: Transaction "BP2_RegisterNew_WriteData" started.	[MsgId: MMSG-16999]
Action.c(65): Notify: Parameter Substitution: parameter "pVuserID" =  "10"	[MsgId: MMSG-13992]
Action.c(65): Notify: Parameter Substitution: parameter "pTimeStamp" =  "03-Jun-2014 17:00:38.727"	[MsgId: MMSG-13992]
Action.c(65): Notify: Parameter Substitution: parameter "first_name" =  "Edgar"	[MsgId: MMSG-13992]
Action.c(65): Notify: Parameter Substitution: parameter "last_name" =  "Kanne"	[MsgId: MMSG-13992]
Action.c(65): Notify: Parameter Substitution: parameter "company_name" =  "Crowan, Kenneth W Esq"	[MsgId: MMSG-13992]
Action.c(65): Notify: Parameter Substitution: parameter "address" =  "99 Guthrie St"	[MsgId: MMSG-13992]
Action.c(65): Notify: Parameter Substitution: parameter "city" =  "New Milton"	[MsgId: MMSG-13992]
Action.c(65): Notify: Parameter Substitution: parameter "county" =  "Hampshire"	[MsgId: MMSG-13992]
Action.c(65): Notify: Parameter Substitution: parameter "postal" =  "BH25 5DF"	[MsgId: MMSG-13992]
Action.c(65): Notify: Parameter Substitution: parameter "phone1" =  "01326-532337"	[MsgId: MMSG-13992]
Action.c(65): Notify: Parameter Substitution: parameter "phone2" =  "01666-638176"	[MsgId: MMSG-13992]
Action.c(65): Notify: Parameter Substitution: parameter "email" =  "edgar.kanne@yahoo.com"	[MsgId: MMSG-13992]
Action.c(65): Notify: Parameter Substitution: parameter "web" =  "http://www.crowankennethwesq.co.uk"	[MsgId: MMSG-13992]
Action.c(72): Notify: Transaction "BP2_RegisterNew_WriteData" ended with "Pass" status (Duration: 0.0029 Wasted Time: 0.0029).	[MsgId: MMSG-16871]
Action.c(96): Notify: Parameter Substitution: parameter "first_name" =  "Edgar"	[MsgId: MMSG-13992]
Action.c(96): Notify: Parameter Substitution: parameter "last_name" =  "Kanne"	[MsgId: MMSG-13992]
Action.c(96): New Customer Edgar Kanne is now awaiting approval	[MsgId: MMSG-17999]
Action.c(100): lr_think_time: 5.00 seconds.	[MsgId: MMSG-15948]
Ending action Action.	[MsgId: MMSG-15918]
Ending iteration 6.	[MsgId: MMSG-15965]
Starting iteration 7.	[MsgId: MMSG-15968]
Starting action Action.	[MsgId: MMSG-15919]
Action.c(20): Notify: Transaction "BP1_RegisterNew_GetData" started.	[MsgId: MMSG-16999]
Action.c(36): Notify: Saving Parameter "first_name = Dewitt".	[MsgId: MMSG-13798]
Action.c(36): Notify: Saving Parameter "last_name = Julio".	[MsgId: MMSG-13798]
Action.c(36): Notify: Saving Parameter "company_name = Rittenhouse Motor Co".	[MsgId: MMSG-13798]
Action.c(36): Notify: Saving Parameter "address = 7 Richmond St".	[MsgId: MMSG-13798]
Action.c(36): Notify: Saving Parameter "city = Parkham".	[MsgId: MMSG-13798]
Action.c(36): Notify: Saving Parameter "county = Devon".	[MsgId: MMSG-13798]
Action.c(36): Notify: Saving Parameter "postal = EX39 5DJ".	[MsgId: MMSG-13798]
Action.c(36): Notify: Saving Parameter "phone1 = 01253-528327".	[MsgId: MMSG-13798]
Action.c(36): Notify: Saving Parameter "phone2 = 01241-964675".	[MsgId: MMSG-13798]
Action.c(36): Notify: Saving Parameter "email = dewitt.julio@hotmail.com".	[MsgId: MMSG-13798]
Action.c(36): Notify: Saving Parameter "web = http://www.rittenhousemotorco.co.uk".	[MsgId: MMSG-13798]
Action.c(39): Notify: Transaction "BP1_RegisterNew_GetData" ended with "Pass" status (Duration: 0.0053 Wasted Time: 0.0048).	[MsgId: MMSG-16871]
Action.c(86): Notify: Parameter Substitution: parameter "first_name" =  "Dewitt"	[MsgId: MMSG-13992]
Action.c(89): Notify: Parameter Substitution: parameter "first_name" =  "Dewitt"	[MsgId: MMSG-13992]
Action.c(89): Notify: Parameter Substitution: parameter "last_name" =  "Julio"	[MsgId: MMSG-13992]
Action.c(89): Dewitt Julio Registered as a new customer	[MsgId: MMSG-17999]
Action.c(93): lr_think_time: 5.00 seconds.	[MsgId: MMSG-15948]
Action.c(62): Notify: Transaction "BP2_RegisterNew_WriteData" started.	[MsgId: MMSG-16999]
Action.c(65): Notify: Parameter Substitution: parameter "pVuserID" =  "10"	[MsgId: MMSG-13992]
Action.c(65): Notify: Parameter Substitution: parameter "pTimeStamp" =  "03-Jun-2014 17:00:48.790"	[MsgId: MMSG-13992]
Action.c(65): Notify: Parameter Substitution: parameter "first_name" =  "Dewitt"	[MsgId: MMSG-13992]
Action.c(65): Notify: Parameter Substitution: parameter "last_name" =  "Julio"	[MsgId: MMSG-13992]
Action.c(65): Notify: Parameter Substitution: parameter "company_name" =  "Rittenhouse Motor Co"	[MsgId: MMSG-13992]
Action.c(65): Notify: Parameter Substitution: parameter "address" =  "7 Richmond St"	[MsgId: MMSG-13992]
Action.c(65): Notify: Parameter Substitution: parameter "city" =  "Parkham"	[MsgId: MMSG-13992]
Action.c(65): Notify: Parameter Substitution: parameter "county" =  "Devon"	[MsgId: MMSG-13992]
